company_name,from_location,to_location,vessel,departure_time,day_of_departure,arrival_time,day_of_arrival,accomodation,passenger_type,fare
Starlite,Caticlan,Roxas Mindoro,,12:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Child (4-11) ,530
Starlite,Caticlan,Roxas Mindoro,,12:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Infant (1-3) ,60
Starlite,Caticlan,Roxas Mindoro,,12:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Regular ,1200
Starlite,Caticlan,Roxas Mindoro,,12:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Student ,960
Starlite,Caticlan,Roxas Mindoro,,12:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Senior/PWD ,857
Starlite,Caticlan,Roxas Mindoro,,12:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Child (4-11) ,600
Starlite,Caticlan,Roxas Mindoro,,12:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Infant (1-3) ,60
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Regular ,1060
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Student ,848
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Senior/PWD ,757
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Child (4-11) ,530
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Infant (1-3) ,60
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Regular ,1060
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Student ,848
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Senior/PWD ,757
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Child (4-11) ,530
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Infant (1-3) ,60
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Regular ,1200
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Student ,960
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Senior/PWD ,857
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Child (4-11) ,600
Starlite,Caticlan,Roxas Mindoro,,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Infant (1-3) ,60
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Regular ,1060
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Student ,848
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Senior/PWD ,757
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Child (4-11) ,530
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Infant (1-3) ,60
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Regular ,1060
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Student ,848
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Senior/PWD ,757
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Child (4-11) ,530
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Infant (1-3) ,60
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Regular ,1200
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Student ,960
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Senior/PWD ,857
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Child (4-11) ,600
Starlite,Caticlan,Roxas Mindoro,,20:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Economy Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Economy Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Economy Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Economy Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Economy Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Tourist Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Tourist Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Tourist Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Tourist Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Tourist Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Business Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Business Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Business Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Business Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,3,,,Business Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Economy Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Economy Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Economy Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Economy Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Economy Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Tourist Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Tourist Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Tourist Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Tourist Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Tourist Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Business Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Business Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Business Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Business Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,5,,,Business Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Economy Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Economy Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Economy Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Economy Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Economy Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Tourist Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Tourist Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Tourist Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Tourist Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Tourist Class,Infant (1-3) ,60
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Business Class,Regular ,690
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Business Class,Student ,552
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Business Class,Senior/PWD ,492
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Business Class,Child (4-11) ,345
Starlite,Roxas Mindoro,Odiongan,,11:00,7,,,Business Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Economy Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Economy Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Economy Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Economy Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Economy Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Tourist Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Tourist Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Tourist Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Tourist Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Tourist Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Business Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Business Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Business Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Business Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,3,,,Business Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Economy Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Economy Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Economy Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Economy Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Economy Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Tourist Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Tourist Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Tourist Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Tourist Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Tourist Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Business Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Business Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Business Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Business Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,5,,,Business Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Economy Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Economy Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Economy Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Economy Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Economy Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Tourist Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Tourist Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Tourist Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Tourist Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Tourist Class,Infant (1-3) ,60
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Business Class,Regular ,690
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Business Class,Student ,552
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Business Class,Senior/PWD ,492
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Business Class,Child (4-11) ,345
Starlite,Odiongan,Roxas Mindoro,,15:00,7,,,Business Class,Infant (1-3) ,60
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Regular ,2000
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Student ,1600
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Senior/PWD ,1428
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Child (4-11) ,1000
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Infant (1-3) ,500
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Regular ,2000
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Student ,1600
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Senior/PWD ,1428
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Child (4-11) ,1000
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Infant (1-3) ,500
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Regular ,2500
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Student ,2000
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Senior/PWD ,1785
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Child (4-11) ,1250
Starlite,Batangas,"Roxas City, Capiz",,16:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Infant (1-3) ,500
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Regular ,2000
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Student ,1600
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Senior/PWD ,1428
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Child (4-11) ,1000
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Economy Class,Infant (1-3) ,500
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Regular ,2000
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Student ,1600
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Senior/PWD ,1428
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Child (4-11) ,1000
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Tourist Class,Infant (1-3) ,500
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Regular ,2500
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Student ,2000
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Senior/PWD ,1785
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Child (4-11) ,1250
Starlite,"Roxas City, Capiz",Batangas,,13:00,"1, 2, 3, 4, 5, 6, 7",,,Business Class,Infant (1-3) ,500
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Reclining Seats (AC),Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Reclining Seats (AC),Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Reclining Seats (AC),Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Reclining Seats (AC),Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Reclining Seats (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Economy Bed,Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Economy Bed,Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Economy Bed,Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Economy Bed,Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Economy Bed,Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Tourist Bed (AC),Regular ,1800
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Tourist Bed (AC),Student ,1440
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Tourist Bed (AC),Senior/PWD ,1285
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Tourist Bed (AC),Child (4-11) ,900
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Tourist Bed (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,VIP Room (AC),Room rate (Up to 2 pax) ,6500
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Cabin for 4 & 8,Regular ,2200
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Cabin for 4 & 8,Student ,1760
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Cabin for 4 & 8,Senior/PWD ,1571
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Cabin for 4 & 8,Child (4-11) ,1100
Starlite,Batangas,"Romblon, Romblon",,16:00,1,,,Cabin for 4 & 8,Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Reclining Seats (AC),Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Reclining Seats (AC),Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Reclining Seats (AC),Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Reclining Seats (AC),Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Reclining Seats (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Economy Bed,Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Economy Bed,Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Economy Bed,Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Economy Bed,Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Economy Bed,Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Tourist Bed (AC),Regular ,1800
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Tourist Bed (AC),Student ,1440
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Tourist Bed (AC),Senior/PWD ,1285
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Tourist Bed (AC),Child (4-11) ,900
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Tourist Bed (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,VIP Room (AC),Room rate (Up to 2 pax) ,6500
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Cabin for 4 & 8,Regular ,2200
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Cabin for 4 & 8,Student ,1760
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Cabin for 4 & 8,Senior/PWD ,1571
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Cabin for 4 & 8,Child (4-11) ,1100
Starlite,Batangas,"Romblon, Romblon",,16:00,3,,,Cabin for 4 & 8,Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Reclining Seats (AC),Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Reclining Seats (AC),Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Reclining Seats (AC),Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Reclining Seats (AC),Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Reclining Seats (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Economy Bed,Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Economy Bed,Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Economy Bed,Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Economy Bed,Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Economy Bed,Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Tourist Bed (AC),Regular ,1800
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Tourist Bed (AC),Student ,1440
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Tourist Bed (AC),Senior/PWD ,1285
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Tourist Bed (AC),Child (4-11) ,900
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Tourist Bed (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,VIP Room (AC),Room rate (Up to 2 pax) ,6500
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Cabin for 4 & 8,Regular ,2200
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Cabin for 4 & 8,Student ,1760
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Cabin for 4 & 8,Senior/PWD ,1571
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Cabin for 4 & 8,Child (4-11) ,1100
Starlite,Batangas,"Romblon, Romblon",,16:00,5,,,Cabin for 4 & 8,Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Reclining Seats (AC),Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Reclining Seats (AC),Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Reclining Seats (AC),Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Reclining Seats (AC),Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Reclining Seats (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Economy Bed,Regular ,1400
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Economy Bed,Student ,1120
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Economy Bed,Senior/PWD ,1000
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Economy Bed,Child (4-11) ,700
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Economy Bed,Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Tourist Bed (AC),Regular ,1800
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Tourist Bed (AC),Student ,1440
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Tourist Bed (AC),Senior/PWD ,1285
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Tourist Bed (AC),Child (4-11) ,900
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Tourist Bed (AC),Infant (1-3) ,250
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,VIP Room (AC),Room rate (Up to 2 pax) ,6500
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Cabin for 4 & 8,Regular ,2200
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Cabin for 4 & 8,Student ,1760
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Cabin for 4 & 8,Senior/PWD ,1571
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Cabin for 4 & 8,Child (4-11) ,1100
Starlite,Batangas,"Romblon, Romblon",,16:00,6,,,Cabin for 4 & 8,Infant (1-3) ,250
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Reclining Seats (AC),Regular ,1400
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Reclining Seats (AC),Student ,1120
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Reclining Seats (AC),Senior/PWD ,1000
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Reclining Seats (AC),Child (4-11) ,700
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Reclining Seats (AC),Infant (1-3) ,250
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Economy Bed,Regular ,1400
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Economy Bed,Student ,1120
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Economy Bed,Senior/PWD ,1000
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Economy Bed,Child (4-11) ,700
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Economy Bed,Infant (1-3) ,250
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Tourist Bed (AC),Regular ,1800
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Tourist Bed (AC),Student ,1440
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Tourist Bed (AC),Senior/PWD ,1285
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Tourist Bed (AC),Child (4-11) ,900
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Tourist Bed (AC),Infant (1-3) ,250
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,VIP Room (AC),Room rate (Up to 2 pax) ,6500
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Cabin for 4 & 8,Regular ,2200
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Cabin for 4 & 8,Student ,1760
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Cabin for 4 & 8,Senior/PWD ,1571
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Cabin for 4 & 8,Child (4-11) ,1100
Starlite,"Romblon, Romblon",Batangas,,22:00,2,,,Cabin for 4 & 8,Infant (1-3) ,250
Starlite,"Romblon, Romblon",Batangas,,22:00,3,,,Reclining Seats (AC),Regular ,1400
Starlite,"Romblon, Romblon",Batangas,,22:00,3,,,Reclining Seats (AC),Student ,1120
Starlite,"Romblon, Romblon",Batangas,,22:00,3,,,Reclining Seats (AC),Senior/PWD ,1000
